"full_name","diameter","epoch_mjd","e","a","i","om","w","ma","n","moid"
"       (2020 FM6)",,60200,0.4938,1.365,14.99,30.47,276.14,7.72,0.6182,0.00706
"       (2020 FZ6)",,60200,0.7441,2.314,3.24,259.00,32.83,336.26,0.28,0.0465
"       (2020 GA2)",,60200,0.4268,1.282,42.98,22.90,93.01,168.81,0.6794,0.0181
"       (2020 HJ4)",,60200,0.5765,2.07,1.22,105.20,233.32,350.47,0.331,0.000716
"       (2020 HD6)",,60200,0.6370,2.424,8.14,351.41,335.25,280.17,0.2612,0.0476
"       (2020 JU)",,60200,0.0861,0.9388,10.70,259.04,167.05,50.50,1.084,0.00124
"       (2020 JV)",,60200,0.6376,2.253,3.24,280.09,238.68,8.65,0.2914,0.00273
"       (2020 JC3)",,60200,0.6720,2.465,5.19,259.93,241.83,329.20,0.2547,0.00825
"       (2020 KT2)",,60200,0.6390,2.453,8.55,106.23,211.43,290.73,0.2566,0.0392
"       (2020 KN3)",,60200,0.7173,3.051,9.34,199.05,152.03,210.64,0.1849,0.047
"       (2020 KO3)",,60200,0.5044,1.865,11.79,122.40,213.43,81.24,0.3868,0.0264
"       (2020 KR4)",,60200,0.9048,1.833,14.94,80.17,314.73,90.78,0.3972,0.0149
"       (2020 KK5)",,60200,0.6338,0.9322,15.15,83.26,325.06,116.01,1.095,0.0426
"       (2020 KG6)",,60200,0.8310,1.13,22.45,264.07,134.97,175.44,0.8203,0.0464
"       (2020 LG1)",,60200,0.6534,2.785,21.05,137.30,208.32,240.04,0.2121,0.000615
"       (2020 LM1)",,59016,0.6077,2.39,17.35,75.34,135.10,10.45,0.2668,0.0282
"       (2020 LG2)",,60200,0.4459,1.878,14.16,273.04,7.80,89.13,0.3831,0.026
"       (2020 MA3)",,60200,0.7020,2.511,16.55,69.33,302.73,246.77,0.2477,0.0343
"       (2020 MZ3)",,60200,0.6567,2.632,5.25,133.01,250.70,250.83,0.2308,0.0422
"       (2020 ND)",,60200,0.5883,2.413,17.41,117.98,214.72,294.52,0.263,0.0384
"       (2020 NK1)",,60200,0.6472,1.393,45.44,311.09,107.89,291.59,0.5995,0.00309
"       (2020 OM1)",,60200,0.2129,1.19,18.58,158.14,18.50,258.62,0.7591,0.0453
"       (2020 ON3)",,60200,0.5769,1.712,27.09,127.59,258.06,110.78,0.4398,0.0037
"       (2020 OP3)",,60200,0.2703,1.289,29.54,309.02,147.74,267.91,0.6731,0.0131
"       (2020 OT6)",,60200,0.3780,0.9425,22.27,121.94,60.83,241.73,1.077,0.0176
"       (2020 PP)",,60200,0.0882,1.027,14.46,308.01,216.81,158.05,0.9464,0.0332
"       (2020 PB1)",,60200,0.5437,2.181,9.29,231.25,177.43,323.26,0.3059,0.00568
"       (2020 PN3)",,60200,0.7907,2.128,7.25,211.46,233.29,331.89,0.3175,0.0468
"       (2020 PS3)",,60200,0.7159,2.324,18.80,144.05,93.08,329.15,0.2782,0.0327
"       (2020 PM4)",,60200,0.4782,1.782,5.50,329.41,311.28,120.64,0.4143,0.0111
"       (2020 PS4)",,60200,0.7848,2.146,6.50,10.25,76.81,325.80,0.3134,0.000466
"       (2020 PY4)",,59075,0.8020,2.524,8.58,142.78,65.15,20.88,0.2458,0.0432
"       (2020 QD)",,60200,0.7310,2.399,4.00,38.13,40.79,277.29,0.2653,0.0452
"       (2020 QG3)",,60200,0.5659,2.091,7.43,186.57,229.70,342.75,0.326,0.016
"       (2020 QZ3)",,60200,0.5384,1.923,8.51,192.74,246.71,2.68,0.3696,0.0468
"       (2020 QH4)",,59086,0.8602,3.49,55.67,329.96,266.31,7.09,0.1512,0.0343
"       (2020 QQ5)",,60200,0.6498,2.154,8.11,172.98,86.18,5.47,0.3117,0.0429
"       (2020 QC6)",,60200,0.5990,2.169,5.97,169.98,249.49,328.15,0.3086,0.0343
"       (2020 QF6)",,60200,0.6520,2.725,73.64,249.00,145.38,245.27,0.2191,0.0319
"       (2020 QR7)",,60200,0.5943,2.494,11.77,114.93,339.90,229.62,0.2503,0.044
"       (2020 RB)",,60200,0.6950,3.262,59.18,330.11,346.91,186.82,0.1673,0.00553
"       (2020 RC)",,60200,0.3533,1.553,29.04,342.55,28.87,187.83,0.509,0.0293
"       (2020 RG)",,60200,0.4101,1.761,14.12,324.63,337.65,126.02,0.4217,0.0449
"       (2020 RH7)",,60200,0.4397,1.518,43.85,3.83,128.57,126.88,0.527,0.0353
"       (2020 SL1)",,60200,0.6380,2.517,13.75,275.20,331.86,331.04,0.2469,0.0461
"       (2020 ST1)",,60200,0.5776,2.453,7.97,232.85,180.45,264.58,0.2566,0.0462
"       (2020 SE3)",,60200,0.8496,2.538,11.86,326.23,262.91,279.19,0.2437,0.0479
"       (2020 SP4)",,60200,0.6578,2.829,12.85,314.06,19.29,233.13,0.2071,0.0205
"       (2020 TF)",,60200,0.3028,1.089,19.22,221.22,271.37,120.14,0.8675,0.00288
"       (2020 TT)",,59129,0.6983,1.788,5.89,311.01,297.11,27.54,0.4122,0.0363
"       (2020 TX2)",,60200,0.7327,2.407,26.60,12.33,101.41,259.62,0.2639,0.0162
"       (2020 TH5)",,60200,0.3986,1.425,4.59,175.79,326.44,182.62,0.5796,0.0356
"       (2020 TU5)",,60200,0.3629,1.59,56.84,42.48,345.10,171.31,0.4918,0.0297
"       (2020 UF2)",,60200,0.3056,1.13,3.07,235.61,34.37,217.89,0.821,0.0412
"       (2020 UQ4)",,60200,0.5430,2.269,10.40,292.67,356.31,347.45,0.2883,0.0208
"       (2020 UR6)",,60200,0.4904,1.779,8.10,311.49,161.61,50.32,0.4154,0.0468
"       (2020 UW6)",,60200,0.7973,1.707,5.76,204.45,79.27,124.52,0.442,0.0293
"       (2020 VM1)",,59164,0.6111,2.488,45.43,31.37,330.20,7.51,0.2511,0.0234
"       (2020 VZ5)",,60200,0.2930,0.889,22.63,246.15,44.68,245.41,1.176,0.0318
"       (2020 WG)",,60200,0.6004,2.509,7.62,32.79,348.82,260.56,0.248,0.013
"       (2020 WP1)",,60200,0.4764,1.769,38.67,247.45,213.15,57.14,0.4191,0.00945
"       (2020 WT2)",,60200,0.3060,1.343,23.02,263.21,224.28,256.19,0.6333,0.0121
"       (2020 WB3)",,60200,0.6145,2.474,20.51,5.90,29.10,263.69,0.2534,0.000314
"       (2020 WA5)",,60200,0.4946,2.02,5.72,307.58,167.52,334.98,0.3434,0.0389
"       (2020 WL5)",,59186,0.6134,2.376,16.82,30.06,334.18,13.21,0.2691,0.0327
"       (2020 WM5)",,60200,0.7043,2.834,15.63,67.05,316.36,216.89,0.2065,0.0255
"       (2020 WU5)",,60200,0.1017,1.059,41.48,112.85,84.50,87.13,0.905,0.0406
"       (2020 XP)",,60200,0.4989,2.002,3.59,254.20,125.53,5.32,0.3478,0.0452
"       (2020 XQ)",,60200,0.6524,1.932,16.67,56.03,275.96,37.46,0.3671,0.021
"       (2020 XR)",,60200,0.6124,2.497,13.96,249.70,163.07,251.67,0.2497,0.00222
"       (2020 XL3)",,59200,0.7946,1.956,1.57,282.09,50.09,19.42,0.3604,0.00937
"       (2020 XD5)",,60200,0.5434,1.613,8.59,98.70,115.09,77.67,0.481,0.0315
"       (2020 XE6)",,60200,0.5725,2.415,9.51,333.93,21.55,297.34,0.2626,0.0414
"       (2020 XU6)",,60200,0.5477,2.217,3.89,164.35,6.60,274.50,0.2985,0.0101
"       (2020 YL1)",,60200,0.6026,1.982,48.92,283.31,71.22,21.58,0.3532,0.0336
"       (2020 YC3)",,60200,0.7388,2.211,15.16,132.77,78.62,266.38,0.2998,0.0416
"       (2020 YQ3)",,60200,0.5857,1.88,4.41,93.18,301.59,35.23,0.3825,0.00761
"       (2021 AE4)",,60200,0.1625,1.16,15.78,49.54,172.41,322.27,0.7893,0.0385
"       (2021 AL6)",,60200,0.6570,2.436,17.39,251.86,125.96,268.84,0.2592,0.00789
"       (2021 AV7)",,60200,0.7034,3.071,29.01,153.21,39.65,163.02,0.1831,0.0135
"       (2021 AF8)",,60200,0.5171,2.016,9.71,42.46,168.99,299.74,0.3444,0.0278
"       (2021 BW)",,60200,0.7203,2.599,28.06,317.65,66.88,246.32,0.2352,0.0265
"       (2021 BF3)",,60200,0.6154,2.64,1.22,90.60,305.59,235.64,0.2297,0.028
"       (2021 BM3)",,60200,0.7013,2.391,19.51,324.91,81.17,269.26,0.2666,0.0403
"       (2021 CJ2)",,60200,0.7329,1.381,3.94,107.69,261.80,264.22,0.607,0.0237
"       (2021 CK2)",,60200,0.6968,2.634,7.83,305.82,134.24,226.84,0.2306,0.0265
"       (2021 CF4)",,60200,0.7394,1.531,6.68,182.35,96.45,89.96,0.5205,0.0347
"       (2021 CW4)",,60200,0.5402,1.757,6.94,204.81,225.03,58.55,0.4233,0.0362
"       (2021 CD6)",,60200,0.5575,2.228,15.87,196.18,202.53,300.96,0.2965,0.0131
"       (2021 DC2)",,60200,0.6867,1.802,5.52,150.22,100.72,351.71,0.4074,0.0122
"       (2021 DH2)",,60200,0.7583,2.168,5.31,333.05,87.16,302.59,0.3087,0.00395
"       (2021 DM2)",,60200,0.2870,1.332,21.64,149.31,221.52,19.53,0.6408,0.00467
"       (2021 EV)",,60200,0.5117,2.145,8.83,30.59,188.64,264.58,0.3136,0.043
"       (2021 EJ4)",,60200,0.6663,2.7,28.49,140.83,126.14,186.97,0.2222,0.0497
"       (2021 ED5)",,60200,0.7340,2.615,5.91,182.13,112.68,194.38,0.2331,0.0115
"       (2021 FG3)",,60200,0.7070,2.817,6.85,196.25,68.97,176.96,0.2085,0.0271
"       (2021 GY3)",,60200,0.6058,1.686,17.03,181.61,278.57,71.63,0.4501,0.00908
"       (2021 GM4)",,60200,0.3512,1.524,5.25,295.12,323.90,70.95,0.5241,0.0123
"       (2021 GB6)",,60200,0.7441,1.925,6.21,336.17,103.96,355.92,0.3692,0.00456
"       (2021 GM6)",,60200,0.6651,2.586,35.68,182.35,122.40,190.98,0.237,0.0486
"       (2021 GX12)",,60200,0.3762,1.506,20.66,33.77,49.70,197.72,0.5333,0.039
"       (2021 GN16)",,60200,0.1935,1.189,42.75,211.79,215.01,86.89,0.7606,0.00706
"       (2021 HC3)",,60200,0.6756,1.122,28.40,219.54,132.15,309.82,0.8297,0.0469
"       (2021 HK12)",,60200,0.6844,3.285,47.04,187.07,168.82,102.97,0.1655,0.043
"       (2021 JY)",,60200,0.5764,1.595,36.16,44.51,76.60,103.98,0.4891,0.0402
"       (2021 JF6)",,60200,0.9358,2.464,9.23,10.49,42.44,234.04,0.2548,0.000902
"       (2021 KD)",,60200,0.1035,1.119,26.02,66.92,235.64,295.12,0.8325,0.0311
"       (2021 KT1)",,60200,0.5244,2.118,28.68,69.61,154.30,273.02,0.3197,0.0269
"       (2021 KG10)",,60200,0.3547,1.519,15.79,271.28,20.66,63.47,0.5263,0.0186
"       (2021 KA17)",,60200,0.3662,0.9609,6.11,45.25,81.16,236.29,1.046,0.0364
"       (2021 LD1)",,60200,0.6471,2.802,39.26,110.84,183.59,166.55,0.2101,0.0271
"       (2021 LL2)",,60200,0.7143,1.727,3.11,225.42,159.68,330.70,0.4343,0.0458
"       (2021 MJ)",,60200,0.1955,0.8922,40.11,122.84,20.80,355.83,1.169,0.0338
"       (2021 MX)",,60200,0.8825,2.588,18.29,267.20,236.69,203.71,0.2367,0.0198
"       (2021 MG1)",,60200,0.6537,2.762,24.26,173.94,183.78,155.72,0.2147,0.0478
"       (2021 MK1)",,60200,0.2879,0.8077,19.24,273.99,198.99,171.05,1.358,0.000797
"       (2021 MU2)",,60200,0.6213,0.631,8.56,80.61,358.10,259.38,1.967,0.00538
"       (2021 NT1)",,60200,0.2548,1.276,24.52,298.15,132.81,70.36,0.6839,0.0297
"       (2021 NW1)",,60200,0.5749,2,9.42,84.07,310.91,244.02,0.3483,0.00549
"       (2021 NY1)",,60200,0.5959,2.454,6.16,174.74,172.11,187.28,0.2564,0.00812
"       (2021 NC5)",,59409,0.8688,2.293,7.67,141.01,295.20,332.01,0.2838,0.0132
"       (2021 NQ5)",,60200,0.4938,1.611,1.42,115.39,299.04,333.63,0.4819,0.000187
"       (2021 NM8)",,60200,0.6036,2.422,16.07,306.56,23.83,195.60,0.2614,0.0205
"       (2021 NT14)",,60200,0.4091,1.559,6.70,41.53,15.02,329.95,0.5062,0.0464
"       (2021 PT)",,60200,0.2462,1.225,10.15,152.31,233.99,148.84,0.7266,0.00384
"       (2021 PH2)",,60200,0.6006,0.8728,10.07,315.31,214.67,286.95,1.209,0.0203
"       (2021 PH4)",,60200,0.6498,2.716,6.73,58.11,330.52,152.40,0.2202,0.00657
"       (2021 PC7)",,60200,0.3133,0.83,35.37,352.97,145.39,152.76,1.303,0.00282
"       (2021 PC9)",,60200,0.6681,1.846,11.30,315.46,267.80,330.21,0.3929,0.00265
"       (2021 PL23)",,60200,0.5842,2.487,8.11,193.19,194.26,175.41,0.2513,0.0426
"       (2021 PA24)",,60200,0.6403,2.637,30.47,238.48,156.48,151.67,0.2301,0.00774
"       (2021 PD24)",,60200,0.3941,1.563,7.28,83.07,357.32,288.15,0.5044,0.0371
"       (2021 QA6)",,60200,0.7343,3.493,25.41,98.36,319.53,105.01,0.151,0.0393
"       (2021 QP80)",,60200,0.4353,1.792,13.99,25.47,350.15,306.42,0.411,0.0191
"       (2021 RW9)",,59467,0.7106,1.21,63.29,8.86,126.31,316.33,0.7407,0.0221
"       (2021 RU12)",,60200,0.6356,2.391,10.92,205.17,232.48,173.14,0.2666,0.015
"       (2021 RR23)",,60200,0.5980,2.474,30.98,254.28,16.84,203.01,0.2534,0.00459
"       (2021 SN1)",,60200,0.7790,1.787,12.38,208.37,284.82,265.81,0.4127,0.0273
"       (2021 SX3)",,60200,0.6967,2.38,4.76,178.05,290.57,165.26,0.2685,0.00209
"       (2021 SP4)",,60200,0.4050,1.468,9.91,161.33,324.96,330.03,0.5543,0.0486
"       (2021 SZ4)",,60200,0.8072,1.543,26.41,28.39,129.57,315.07,0.5142,0.0356
"       (2021 TO1)",,59496,0.2104,1.25,40.27,17.89,328.39,31.16,0.7051,0.0147
"       (2021 TG4)",,60200,0.5842,2.201,7.78,46.94,216.52,260.12,0.3018,0.0108
"       (2021 TA8)",,60200,0.3432,1.307,21.27,42.24,114.90,351.35,0.6595,0.00127
"       (2021 TK15)",,60200,0.1339,1.115,56.52,31.55,162.35,61.09,0.8369,0.0351
"       (2021 TP21)",,60200,0.6772,2.519,25.41,8.08,116.28,156.49,0.2465,0.0342
"       (2021 TD32)",,60200,0.4212,1.638,25.33,218.91,133.31,341.99,0.47,0.0456
"       (2021 UP1)",,60200,0.7454,2.751,42.59,222.69,67.93,165.72,0.216,0.042
"       (2021 UQ1)",,60200,0.6980,2.842,8.44,349.74,138.29,122.75,0.2057,0.0159
"       (2021 UN3)",,60200,0.7603,2.034,6.08,170.85,110.36,258.22,0.3398,0.0178
"       (2021 UM5)",,60200,0.6677,2.148,9.48,42.81,108.50,179.42,0.313,0.0083
"       (2021 UU5)",,60200,0.7255,1.921,44.94,62.30,99.02,219.17,0.3702,0.0256
"       (2021 UV7)",,59517,0.5904,2.194,8.32,10.46,296.34,19.31,0.3033,0.0441
"       (2021 VW3)",,60200,0.5998,2.005,4.56,262.63,75.53,248.95,0.3473,0.0157
"       (2021 VB4)",,59522,0.6190,2.551,39.07,203.97,172.06,7.60,0.2419,0.0209
"       (2021 VO6)",,60200,0.3447,1.045,19.81,77.65,80.77,189.43,0.9226,0.0285
"       (2021 VS6)",,60200,0.5140,1.863,11.91,129.44,26.03,215.73,0.3875,0.0367
"       (2021 VK11)",,60200,0.3237,1.424,9.09,315.77,157.34,1.26,0.5801,0.00507
"       (2021 VG19)",,60200,0.5822,2.05,14.78,48.31,323.35,235.91,0.3359,0.0464
"       (2021 VN22)",,59527,0.3258,0.8863,4.49,303.53,236.36,274.73,1.181,0.0118
"       (2021 VR27)",,60200,0.4955,2.033,3.53,131.60,352.37,201.54,0.3401,0.0402
"       (2021 WD)",,60200,0.6567,2.396,9.10,311.12,47.52,187.88,0.2657,0.0289
"       (2021 WC8)",,60200,0.7018,2.614,17.75,318.72,241.05,125.04,0.2332,0.00124
"       (2021 XG2)",,60200,0.4099,1.515,14.18,75.81,301.83,3.94,0.5284,0.0328
"       (2021 XU2)",,60200,0.4250,1.685,29.06,232.47,193.72,277.81,0.4505,0.0122
"       (2021 XJ5)",,60200,0.3964,1.431,12.15,272.36,112.93,36.66,0.5758,0.0335
"       (2021 XL6)",,60200,0.3393,1.477,23.19,59.89,343.82,3.83,0.5493,0.0028
"       (2021 YJ)",,60200,0.5615,2.304,32.36,274.25,176.45,175.82,0.2819,0.0262
"       (2022 AK)",,60200,0.5386,1.153,5.85,77.90,260.53,184.79,0.7965,0.0153
"       (2022 AP)",,60200,0.6204,2.563,11.40,73.68,343.28,155.17,0.2402,0.0024
"       (2022 AC1)",,60200,0.5452,1.76,8.15,250.30,307.74,230.51,0.4222,0.0334
"       (2022 AH1)",,60200,0.7201,2.75,5.07,76.85,318.38,145.18,0.2161,0.0289
"       (2022 AY1)",,60200,0.2390,1.194,25.52,107.27,117.67,21.64,0.7558,0.00368
"       (2022 AN2)",,60200,0.6264,2.39,12.61,92.67,327.99,176.21,0.2668,0.025
"       (2022 AY2)",,60200,0.6147,2.411,10.94,42.06,332.22,175.47,0.2632,0.0138
"       (2022 AA3)",,60200,0.6947,2.364,7.85,95.48,124.59,147.46,0.2712,0.0407
"       (2022 AP7)",,60200,0.7150,2.923,13.83,192.38,113.58,104.78,0.1972,0.0471
"       (2022 BA)",,60200,0.4021,0.8079,28.45,111.20,223.42,200.15,1.357,0.022
"       (2022 BJ)",,60200,0.8006,2.394,6.81,102.41,278.76,171.92,0.2661,0.00495
"       (2022 BH1)",,60200,0.8661,2.331,8.62,316.17,46.66,184.89,0.277,0.0385
"       (2022 BX1)",,60200,0.4256,1.512,2.95,289.69,300.60,267.81,0.5301,0.000177
"       (2022 BJ3)",,60200,0.6630,2.772,28.81,87.35,352.03,141.59,0.2135,0.0466
"       (2022 BJ4)",,60200,0.6494,1.976,2.79,125.02,89.93,185.12,0.3549,0.00941
"       (2022 BH7)",,60200,0.6446,1.362,19.17,148.90,107.97,322.51,0.62,0.00156
"       (2022 CV)",,60200,0.6729,1.267,40.36,307.77,65.07,77.93,0.691,0.0111
"       (2022 CY)",,60200,0.6370,1.63,13.78,345.81,271.99,242.35,0.4737,0.00109
"       (2022 CN1)",,60200,0.2228,1.322,27.67,127.43,6.84,28.52,0.6483,0.0427
"       (2022 CQ1)",,60200,0.6041,0.8962,24.18,340.25,307.48,221.94,1.162,0.045
"       (2022 CS1)",,59619,0.7352,2.16,13.83,150.39,97.47,343.67,0.3105,0.0303
"       (2022 CQ3)",,60200,0.6546,1.926,1.96,328.90,99.32,234.10,0.3689,0.000335
"       (2022 CR4)",,60200,0.6288,2.438,26.80,17.75,219.26,123.59,0.259,0.00947
"       (2022 EX)",,60200,0.4753,1.813,27.53,156.86,325.09,237.75,0.4037,0.017
"       (2022 FG)",,60200,0.6792,2.229,20.88,170.54,104.50,135.72,0.2963,0.0104
"       (2022 FU3)",,60200,0.4990,2.103,5.16,94.26,172.27,148.99,0.3232,0.0381
"       (2022 FJ4)",,60200,0.6713,2.803,20.22,342.91,328.40,71.17,0.21,0.0234
"       (2022 FE6)",,60200,0.5790,2.008,9.96,166.08,116.78,155.94,0.3464,0.0197
"       (2022 GY2)",,60200,0.8648,2.167,6.20,195.38,237.81,174.94,0.3089,0.000893
"       (2022 GJ3)",,60200,0.3873,1.672,12.26,35.90,155.62,237.76,0.4561,0.039
"       (2022 GN5)",,60200,0.4046,1.581,31.58,208.51,136.71,109.11,0.4959,0.0235
"       (2022 HB)",,60200,0.3814,1.064,6.43,42.28,61.73,159.62,0.8977,0.0259
"       (2022 HT2)",,60200,0.5774,1.848,1.61,298.31,20.60,166.37,0.3924,0.0211
"       (2022 HC3)",,60200,0.7630,2.926,5.63,216.17,98.14,78.94,0.1969,0.0155
"       (2022 HG5)",,60200,0.6774,2.906,12.20,152.79,154.93,81.18,0.199,0.0259
"       (2022 JG1)",,60200,0.5115,1.973,10.69,132.72,38.77,191.37,0.3555,0.0354
"       (2022 JA2)",,60200,0.5007,1.934,26.25,189.78,328.34,212.88,0.3664,0.015
"       (2022 JQ2)",,60200,0.3958,1.706,5.58,273.47,29.45,179.28,0.4422,0.0345
"       (2022 KA4)",,60200,0.6374,2.293,10.30,110.57,248.11,84.58,0.2838,0.0302
"       (2022 KM4)",,59729,0.7815,2.072,5.36,297.16,73.23,341.71,0.3305,0.00537
"       (2022 KP5)",,60200,0.7408,1.697,14.87,75.77,292.85,178.50,0.446,0.015
"       (2022 LB1)",,60200,0.6253,2.727,23.90,86.05,200.70,93.56,0.2189,0.0294
"       (2022 LX1)",,60200,0.6255,2.589,2.10,111.13,211.61,96.08,0.2366,0.00211
"       (2022 MN)",,60200,0.6338,2.162,5.59,103.95,257.68,119.26,0.31,0.0222
"       (2022 ME4)",,60200,0.5610,2.402,13.52,132.64,167.59,113.92,0.2647,0.0466
"       (2022 MK5)",,60200,0.5306,2.215,10.82,325.39,359.44,124.24,0.2991,0.0273
"       (2022 NH1)",,60200,0.4044,1.211,22.55,148.32,266.07,254.55,0.7399,0.0186
"       (2022 OH)",,60200,0.6279,2.565,0.64,257.30,128.55,83.02,0.2399,0.00494
"       (2022 OL)",,60200,0.6756,2.065,6.61,329.67,239.36,157.92,0.332,0.036
"       (2022 OE2)",,59788,0.8992,2.447,4.68,107.58,330.15,347.86,0.2574,0.0329
"       (2022 OQ2)",,60200,0.6930,2.813,9.21,60.64,325.89,69.31,0.2089,0.0291
"       (2022 OT2)",,60200,0.5147,1.729,7.01,70.10,322.52,151.04,0.4335,0.0351
"       (2022 OY4)",,60200,0.5704,1.708,6.90,275.82,291.90,219.06,0.4416,0.0174
"       (2022 QZ5)",,60200,0.6938,1.814,10.72,37.45,69.84,120.20,0.4035,0.047
"       (2022 QG41)",,60200,0.5358,2.062,8.65,37.80,11.23,100.79,0.333,0.0272
"       (2022 QU60)",,60200,0.8121,2.435,27.90,33.44,72.78,81.19,0.2593,0.0352
"       (2022 RB)",,60200,0.6439,2.301,4.63,248.53,22.08,119.35,0.2825,0.0474
"       (2022 RX3)",,60200,0.6402,2.629,70.61,18.48,13.14,82.10,0.2312,0.0424
"       (2022 RE4)",,60200,0.5636,2.258,10.33,97.82,325.78,76.68,0.2904,0.0454
"       (2022 RM4)",,60200,0.5971,2.454,38.31,218.14,181.71,80.49,0.2564,0.00424
"       (2022 SN8)",,60200,0.5830,2.258,14.18,303.79,168.06,63.62,0.2904,0.0347
"       (2022 SF11)",,60200,0.3114,1.405,7.53,158.87,334.28,116.94,0.5918,0.00101
"       (2022 SD12)",,60200,0.6415,2.672,15.60,233.81,141.56,73.17,0.2256,0.0408
"       (2022 SW12)",,60200,0.5427,2.094,26.45,182.91,140.61,128.82,0.3252,0.0331
"       (2022 SF95)",,60200,0.5853,2.127,9.33,164.49,317.54,72.77,0.3178,0.00872
"       (2022 SF289)",,60200,0.6256,2.371,23.77,341.84,313.11,109.21,0.2699,0.00203
"       (2022 TN1)",,60200,0.4040,1.643,29.80,38.12,220.84,235.99,0.4679,0.0414
"       (2022 UN)",,60200,0.7067,2.247,9.87,27.11,274.52,111.51,0.2926,0.017
"       (2022 UE1)",,60200,0.6703,2.704,12.69,42.49,43.01,55.85,0.2217,0.00436
"       (2022 UT2)",,60200,0.6558,2.61,13.18,161.34,147.47,90.17,0.2337,0.0334
"       (2022 UN3)",,60200,0.5443,2.201,19.68,354.03,348.04,115.14,0.3018,0.00534
"       (2022 UK7)",,60200,0.1721,1.144,44.36,214.13,53.35,17.40,0.8057,0.000464
"       (2022 UD9)",,60200,0.4025,1.46,9.03,93.48,47.72,126.27,0.5589,0.0121
"       (2022 UL9)",,60200,0.5840,1.472,3.83,181.04,112.37,208.70,0.552,0.0218
"       (2022 UU11)",,60200,0.2501,0.9131,14.23,345.34,224.15,206.78,1.13,0.0256
"       (2022 US21)",,60200,0.3892,0.9327,22.86,26.36,230.90,78.34,1.094,0.0353
"       (2022 UX21)",,60200,0.6630,2.657,0.38,231.13,88.23,84.08,0.2276,0.00455
"       (2022 UC22)",,60200,0.4615,1.89,28.98,46.69,1.67,116.96,0.3794,0.0269
"       (2022 UE28)",,60200,0.4152,1.562,17.74,12.98,134.64,98.50,0.5049,0.000275
"       (2022 UJ65)",,60200,0.5952,1.906,9.91,250.63,245.02,85.16,0.3746,0.00116
"       (2022 VX2)",,60200,0.4465,1.686,12.24,207.93,136.18,158.01,0.4504,0.0164
"       (2022 WE4)",,60200,0.4448,1.83,17.74,230.85,184.58,110.88,0.398,0.0271
"       (2022 WN4)",,60200,0.1529,1.102,27.94,81.60,125.56,119.80,0.8519,0.027
"       (2022 WS4)",,60200,0.6814,2.845,6.18,87.78,54.71,44.77,0.2054,0.0313
"       (2022 XQ)",,59916,0.5108,1.619,46.27,79.49,72.65,334.04,0.4784,0.0465
"       (2022 YN2)",,60200,0.7560,2.679,19.23,87.82,263.58,71.82,0.2248,0.0179
"       (2022 YB4)",,60200,0.3904,1.512,3.10,68.26,112.11,99.26,0.53,0.0194
"       (2022 YU4)",,60200,0.5308,2.024,5.20,54.79,140.77,42.31,0.3422,0.00712
"       (2022 YU5)",,60200,0.6596,2.616,12.93,325.91,53.95,78.32,0.2329,0.0276
"       (2022 YO6)",,60200,0.5274,1.67,7.78,320.23,238.72,80.43,0.4567,0.0143
"       (2022 YR6)",,59945,0.8110,2.777,2.66,61.53,278.60,12.19,0.213,0.00354
"       (2022 YK9)",,60200,0.6463,2.819,9.25,39.21,150.94,34.12,0.2082,0.0283
"       (2023 AB1)",,59964,0.8322,3.076,28.22,121.94,90.44,351.43,0.1827,0.0161
"       (2023 AJ1)",,60200,0.5351,1.7,66.25,289.16,245.41,86.23,0.4445,0.0072
"       (2023 BU2)",,60200,0.7065,2.267,8.49,117.63,277.24,90.84,0.2888,0.0129
"       (2023 BY9)",,60200,0.0551,1.097,44.44,330.44,347.09,4.43,0.8582,0.0264
"       (2023 BA10)",,60200,0.8066,2.542,12.03,343.66,285.54,34.97,0.2431,0.0278
"       (2023 CM)",,60200,0.6143,2.21,1.46,283.34,302.69,43.78,0.3,0.00111
"       (2023 DQ)",,60200,0.5395,1.613,32.91,166.00,75.13,67.50,0.4813,0.00796
"       (2023 DP1)",,60200,0.5073,1.861,3.12,97.38,142.35,52.13,0.3883,0.00694
"       (2023 DT1)",,60200,0.7548,2.572,3.71,185.83,253.20,58.23,0.2389,0.0102
"       (2023 EJ)",,60200,0.7529,1.392,35.78,359.81,296.63,72.46,0.6004,0.0442
"       (2023 EP1)",,60200,0.4474,1.167,31.37,349.95,81.55,190.13,0.7822,0.00303
"       (2023 EF3)",,60200,0.6970,2.553,55.69,152.48,113.63,23.95,0.2415,0.0132
"       (2023 FM)",,60200,0.6083,2.155,12.49,191.86,60.17,37.48,0.3115,0.0192
"       (2023 FR3)",,60200,0.6411,2.292,8.11,352.19,128.79,60.70,0.2841,0.0121
"       (2023 FC6)",,60200,0.4061,1.603,14.30,55.01,195.59,59.51,0.4854,0.046
"       (2023 FG14)",,60200,0.3663,1.609,23.20,121.53,1.77,114.98,0.4829,0.0342
"       (2023 FR14)",,60200,0.4420,1.114,31.45,160.12,285.35,197.04,0.8379,0.00484
"       (2023 FS14)",,60200,0.6473,2.68,11.63,114.60,151.90,18.94,0.2247,0.0179
"       (2023 GF1)",,60200,0.5638,1.96,5.45,289.93,208.08,71.80,0.3593,0.0344
"       (2023 GJ1)",,60200,0.2763,1.396,17.19,56.57,196.99,55.85,0.5973,0.00768
